,emotion,sentence,label,tokenized_sentence,cleaned_tokens
411,E62,내 회사는 납기일이나 입금일을 밀린 적이 없어 거래처에 신용도가 좋아.,1,"['내', '회사는', '납', '##기', '##일이', '##나', '입금', '##일을', '밀린', '적이', '없어', '거래', '##처에', '신용', '##도가', '좋아', '.']","['내', '회사는', '납', '입금', '밀린', '적이', '없어', '거래', '신용', '좋아']"
412,E62,아이들이 주는 용돈을 받아 생활하는데 돈이 넉넉해서 생활이 아주 평안해.,1,"['아이들이', '주는', '용돈', '##을', '받아', '생활하는', '##데', '돈이', '넉넉해서', '생활이', '아주', '평', '##안', '##해', '.']","['아이들이', '주는', '용돈', '받아', '생활하는', '돈이', '넉넉해서', '생활이', '아주', '평']"
413,E62,내 친구는 아주 작은 일에도 성실하게 임하는데 세상에 그만한 사람이 없다고 생각해.,1,"['내', '친구는', '아주', '작은', '일에', '##도', '성실', '##하게', '임', '##하는데', '세상에', '그만', '##한', '사람이', '없다고', '생각해', '.']","['내', '친구는', '아주', '작은', '일에', '성실', '임', '세상에', '그만', '사람이', '없다고', '생각해']"
450,E67,노인회에서 텃세가 없어 다행스럽게도 적응이 쉬웠어.,1,"['노인', '##회에서', '텃', '##세가', '없어', '다행', '##스럽게', '##도', '적응이', '쉬', '##웠', '##어', '.']","['노인', '텃', '없어', '다행', '적응이', '쉬']"
451,E67,내 나이가 많아서 사장이 그만두라고 할 것 같았지만 그러지 않아서 기뻐.,1,"['내', '나이가', '많아서', '사장이', '그만', '##두', '##라고', '할', '것', '같았', '##지만', '그러지', '않아서', '기뻐', '.']","['내', '나이가', '많아서', '사장이', '그만', '할', '것', '같았', '그러지', '않아서', '기뻐']"
452,E67,혼자라서 쓸쓸했을 때 다행히도 내게 말을 걸어 주는 노인에게 고마웠어.,1,"['혼자', '##라서', '쓸쓸', '##했을', '때', '다행히도', '내게', '말을', '걸어', '주는', '노인', '##에게', '고마', '##웠', '##어', '.']","['혼자', '쓸쓸', '때', '다행히도', '내게', '말을', '걸어', '주는', '노인', '고마']"
453,E67,우리 동네 사람들이 내 잘못된 소문에 대해 오해하던 것이 풀려서 다행이야.,1,"['우리', '동네', '사람들이', '내', '잘못된', '소문', '##에', '대해', '오해', '##하던', '것이', '풀려', '##서', '다행이', '##야', '.']","['우리', '동네', '사람들이', '내', '잘못된', '소문', '대해', '오해', '것이', '풀려', '다행이']"
454,E67,그동안 연락이 닿지 않았던 동창과의 연락이 닿아서 너무나 기뻐.,1,"['그동안', '연락이', '닿지', '않았던', '동', '##창', '##과의', '연락이', '닿', '##아서', '너무나', '기뻐', '.']","['그동안', '연락이', '닿지', '않았던', '동', '연락이', '닿', '너무나', '기뻐']"
455,E67,윗집에 사는 총각이 김장을 도와줘서 다행이야.,1,"['윗', '##집에', '사는', '총각', '##이', '김장', '##을', '도와', '##줘서', '다행이', '##야', '.']","['윗', '사는', '총각', '김장', '도와', '다행이']"
456,E67,경로당 청소를 다 같이 해서 금방 끝낼 수 있었어.,1,"['경로', '##당', '청소를', '다', '같이', '해서', '금방', '끝낼', '수', '있었', '##어', '.']","['경로', '청소를', '다', '같이', '해서', '금방', '끝낼', '수', '있었']"
457,E67,노인복지 센터의 후원으로 우리 마을의 홍수 피해를 막아서 다행이야.,1,"['노인', '##복지', '센터', '##의', '후원', '##으로', '우리', '마을의', '홍', '##수', '피해를', '막아', '##서', '다행이', '##야', '.']","['노인', '센터', '후원', '우리', '마을의', '홍', '피해를', '막아', '다행이']"
458,E67,노인 취업 센터에서 나에게 좋은 일자리를 알려 주어서 다행이야.,1,"['노인', '취업', '센터', '##에서', '나에게', '좋은', '일자리를', '알려', '주어', '##서', '다행이', '##야', '.']","['노인', '취업', '센터', '나에게', '좋은', '일자리를', '알려', '주어', '다행이']"
459,E67,오랜만에 만난 노인들이 모두 나를 기억해 주어서 기뻐.,1,"['오랜만에', '만난', '노인', '##들이', '모두', '나를', '기억해', '주어', '##서', '기뻐', '.']","['오랜만에', '만난', '노인', '모두', '나를', '기억해', '주어', '기뻐']"
515,E63,주민센터에 가면 친절한 직원이 있어서 편한 게 기분이 좋아.,1,"['주민', '##센터에', '가면', '친절한', '직원이', '있어서', '편한', '게', '기분이', '좋아', '.']","['주민', '가면', '친절한', '직원이', '있어서', '편한', '게', '기분이', '좋아']"
516,E63,요즘 경로당에서 친구들이랑 같이 모여 밥을 먹으니 참 기뻐.,1,"['요즘', '경로', '##당에서', '친구들이', '##랑', '같이', '모여', '밥을', '먹으니', '참', '기뻐', '.']","['요즘', '경로', '친구들이', '같이', '모여', '밥을', '먹으니', '참', '기뻐']"
518,E63,이 마을에선 다 가족 같은 분위기로 살아.,1,"['이', '마을에', '##선', '다', '가족', '같은', '분위기로', '살아', '.']","['이', '마을에', '다', '가족', '같은', '분위기로', '살아']"
519,E63,우리 골목에 사는 사람들은 참 편안하고 친절해서 좋아.,1,"['우리', '골목', '##에', '사는', '사람들은', '참', '편안하고', '친절', '##해서', '좋아', '.']","['우리', '골목', '사는', '사람들은', '참', '편안하고', '친절', '좋아']"
520,E63,우리 아들이 색시는 속이 깊은 사람으로 아주 기가 막히게 골랐어.,1,"['우리', '아들이', '색', '##시는', '속이', '깊은', '사람으로', '아주', '기가', '막', '##히게', '골랐', '##어', '.']","['우리', '아들이', '색', '속이', '깊은', '사람으로', '아주', '기가', '막', '골랐']"
521,E63,이 나이에 감정을 나눌 친구가 있어서 얼마나 좋은지 몰라.,1,"['이', '나이에', '감정을', '나눌', '친구가', '있어서', '얼마나', '좋은지', '몰라', '.']","['이', '나이에', '감정을', '나눌', '친구가', '있어서', '얼마나', '좋은지', '몰라']"
522,E63,나는 인복이 참 많은 사람이야.,1,"['나는', '인', '##복이', '참', '많은', '사람이', '##야', '.']","['나는', '인', '참', '많은', '사람이']"
523,E63,우리 옆집 노인네가 없었으면 어쨌을까 싶어.,1,"['우리', '옆', '##집', '노인', '##네가', '없었', '##으면', '어쨌', '##을까', '싶어', '.']","['우리', '옆', '노인', '없었', '어쨌', '싶어']"
641,E66,경로당의 노인들과 모두 좋은 인연이 될 수 있을 것 같아.,1,"['경로', '##당의', '노인', '##들과', '모두', '좋은', '인연이', '될', '수', '있을', '것', '같아', '.']","['경로', '노인', '모두', '좋은', '인연이', '될', '수', '있을', '것', '같아']"
642,E66,천천히 나이 들어가면서 함께 할 이웃 노인이 있어서 좋아.,1,"['천천히', '나이', '들어가면', '##서', '함께', '할', '이웃', '노인', '##이', '있어서', '좋아', '.']","['천천히', '나이', '들어가면', '함께', '할', '이웃', '노인', '있어서', '좋아']"
643,E66,질환이 없어서 여기저기 다닐 수 있어서 좋아.,1,"['질환', '##이', '없어서', '여기저기', '다닐', '수', '있어서', '좋아', '.']","['질환', '없어서', '여기저기', '다닐', '수', '있어서', '좋아']"
644,E66,아직은 귀여운 손녀를 품에 안을 수 있을 정도로 건강해.,1,"['아직은', '귀여운', '손', '##녀', '##를', '품에', '안을', '수', '있을', '정도로', '건강', '##해', '.']","['아직은', '귀여운', '손', '품에', '안을', '수', '있을', '정도로', '건강']"
645,E66,마을 대표로 노래자랑을 나가라는 추천을 받았어.,1,"['마을', '대표', '##로', '노래', '##자랑', '##을', '나가', '##라는', '추천을', '받았', '##어', '.']","['마을', '대표', '노래', '나가', '추천을', '받았']"
646,E66,내게 어떤 어려움이 와도 이웃들이 곁에 있어서 괜찮아.,1,"['내게', '어떤', '어려움이', '와도', '이웃', '##들이', '곁에', '있어서', '괜찮아', '.']","['내게', '어떤', '어려움이', '와도', '이웃', '곁에', '있어서', '괜찮아']"
647,E66,우리 마을에서는 노인들의 친목 활동을 위한 지원을 아끼지 않아.,1,"['우리', '마을에', '##서는', '노인', '##들의', '친', '##목', '활동을', '위한', '지원을', '아끼지', '않아', '.']","['우리', '마을에', '노인', '친', '활동을', '위한', '지원을', '아끼지', '않아']"
648,E66,이 동네에는 나와 말이 통하는 사람이 많아.,1,"['이', '동네', '##에는', '나와', '말이', '통하는', '사람이', '많아', '.']","['이', '동네', '나와', '말이', '통하는', '사람이', '많아']"
649,E65,복권 일 등에 당첨되었어.,1,"['복', '##권', '일', '등에', '당첨', '##되었', '##어', '.']","['복', '일', '등에', '당첨']"
650,E65,아들에게 백만 원을 어버이날 선물로 받았어.,1,"['아들', '##에게', '백만', '원을', '어버이날', '선물로', '받았', '##어', '.']","['아들', '백만', '원을', '어버이날', '선물로', '받았']"
651,E65,내게 사기 쳤던 사장이 구속되었어.,1,"['내게', '사기', '쳤', '##던', '사장이', '구속', '##되었', '##어', '.']","['내게', '사기', '쳤', '사장이', '구속']"
652,E65,노인을 위한 임플란트 시술을 무료로 받았어.,1,"['노인', '##을', '위한', '임', '##플', '##란트', '시술', '##을', '무료로', '받았', '##어', '.']","['노인', '위한', '임', '시술', '무료로', '받았']"
653,E65,작년에 매입한 부동산 가격이 두 배로 올랐어.,1,"['작년에', '매입', '##한', '부동산', '가격이', '두', '배로', '올랐', '##어', '.']","['작년에', '매입', '부동산', '가격이', '두', '배로', '올랐']"
654,E65,퇴직금으로 적립한 펀드 수익률이 많이 올랐어.,1,"['퇴직', '##금으로', '적립', '##한', '펀드', '수익', '##률이', '많이', '올랐', '##어', '.']","['퇴직', '적립', '펀드', '수익', '많이', '올랐']"
655,E65,노래자랑에서 대상을 수상하여 상금을 받았어.,1,"['노래', '##자랑', '##에서', '대상을', '수상', '##하여', '상', '##금을', '받았', '##어', '.']","['노래', '대상을', '수상', '상', '받았']"
668,E65,나 오늘 퇴원해서 너무 행복해. 다시 제이의 인생을 얻은 것 같아.,1,"['나', '오늘', '퇴', '##원', '##해서', '너무', '행복해', '.', '다시', '제이', '##의', '인생을', '얻은', '것', '같아', '.']","['나', '오늘', '퇴', '너무', '행복해', '다시', '제이', '인생을', '얻은', '것', '같아']"
670,E67,며칠 기침을 해서 병원에 가 봤더니 안 아프대. 정말 다행이야.,1,"['며칠', '기침', '##을', '해서', '병원에', '가', '봤더니', '안', '아프', '##대', '.', '정말', '다행이', '##야', '.']","['며칠', '기침', '해서', '병원에', '가', '봤더니', '안', '아프', '정말', '다행이']"
671,E67,나 코로나인 줄 알았는데 그냥 독감이었어. 다행이고 기뻐.,1,"['나', '코로나', '##인', '줄', '알았는데', '그냥', '독', '##감이', '##었어', '.', '다행이', '##고', '기뻐', '.']","['나', '코로나', '줄', '알았는데', '그냥', '독', '다행이', '기뻐']"
672,E67,눈이 찢어질 듯이 아파서 안과에 갔는데 괜찮대. 다행이지.,1,"['눈이', '찢어', '##질', '듯이', '아파서', '안', '##과에', '갔는데', '괜찮', '##대', '.', '다행이', '##지', '.']","['눈이', '찢어', '듯이', '아파서', '안', '갔는데', '괜찮', '다행이']"
676,E67,세상에. 내 혈당이 이렇게 많이 내려가다니 정말 기쁘네.,1,"['세상에', '.', '내', '혈당', '##이', '이렇게', '많이', '내려가', '##다니', '정말', '기쁘', '##네', '.']","['세상에', '내', '혈당', '이렇게', '많이', '내려가', '정말', '기쁘']"
701,E68,이 나이에 빵집에서 일하게 되다니! 정말 신난다!,1,"['이', '나이에', '빵', '##집에서', '일', '##하게', '되', '##다니', '!', '정말', '신난', '##다', '!']","['이', '나이에', '빵', '일', '되', '정말', '신난']"
702,E68,복지관에서 소일거리를 했는데 감사하다고 사례금을 줬네.,1,"['복지', '##관에서', '소', '##일', '##거리를', '했는데', '감사', '##하다고', '사례', '##금을', '줬', '##네', '.']","['복지', '소', '했는데', '감사', '사례', '줬']"
703,E68,손주에게 노트북을 사줬는데 저렇게 좋아하는 모습을 보니 내가 더 기쁘네.,1,"['손', '##주에', '##게', '노트북을', '사', '##줬는데', '저렇게', '좋아하는', '모습을', '보니', '내가', '더', '기쁘', '##네', '.']","['손', '노트북을', '사', '저렇게', '좋아하는', '모습을', '보니', '내가', '더', '기쁘']"
704,E64,올해는 마늘 농사가 정말 잘 돼서 돈 좀 벌었어. 이 정도 흑자라니 꽤 만족스러워.,1,"['올해는', '마늘', '농사', '##가', '정말', '잘', '돼서', '돈', '좀', '벌', '##었어', '.', '이', '정도', '흑', '##자라', '##니', '꽤', '만족스러', '##워', '.']","['올해는', '마늘', '농사', '정말', '잘', '돼서', '돈', '좀', '벌', '이', '정도', '흑', '꽤', '만족스러']"
705,E68,드디어 경운기를 사서 아주 신이 나!,1,"['드디어', '경', '##운', '##기를', '사서', '아주', '신이', '나', '!']","['드디어', '경', '사서', '아주', '신이', '나']"
